role,fit,natural_percentage,adapted_percentage,compressed,over_time
{'S': 'Gerente de Administracao de Pessoal'},{'N': '59'},"{'S': '[{""F"": 45, ""L"": 59, ""O"": 80, ""W"": 53}]'}","{'S': '[{""F"": 40, ""L"": 75, ""O"": 46, ""W"": 53}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente de Recursos Humanos'},{'N': '48'},"{'S': '[{""F"": 28, ""L"": 87, ""O"": 92, ""W"": 53}]'}","{'S': '[{""F"": 40, ""L"": 81, ""O"": 65, ""W"": 43}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Diretor Administrativo e Financeiro'},{'N': '53'},"{'S': '[{""F"": 39, ""L"": 87, ""O"": 67, ""W"": 59}]'}","{'S': '[{""F"": 37, ""L"": 50, ""O"": 59, ""W"": 65}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Business Partner'},{'N': '68'},"{'S': '[{""F"": 43, ""L"": 74, ""O"": 67, ""W"": 43}]'}","{'S': '[{""F"": 37, ""L"": 86, ""O"": 41, ""W"": 53}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Coordenador de Recursos Humanos'},{'N': '0'},"{'S': '[{""F"": 54, ""L"": 35, ""O"": 52, ""W"": 64}]'}","{'S': '[{""F"": 76, ""L"": 29, ""O"": 41, ""W"": 79}]'}",{'BOOL': True},{'BOOL': False}
{'S': 'Analista Comercial'},{'N': '0'},"{'S': '[{""F"": 50, ""L"": 50, ""O"": 50, ""W"": 50}]'}","{'S': '[{""F"": 50, ""L"": 50, ""O"": 50, ""W"": 50}]'}",{'BOOL': False},{'BOOL': True}
{'S': 'Account Manager'},{'N': '0'},"{'S': '[{""F"": 50, ""L"": 45, ""O"": 44, ""W"": 59}]'}","{'S': '[{""F"": 69, ""L"": 39, ""O"": 30, ""W"": 43}]'}",{'BOOL': True},{'BOOL': False}
{'S': 'CTO Chief Technology Officer'},{'N': '70'},"{'S': '[{""F"": 75, ""L"": 74, ""O"": 29, ""W"": 53}]'}","{'S': '[{""F"": 92, ""L"": 39, ""O"": 27, ""W"": 23}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Desenvolvedor Front End'},{'N': '74'},"{'S': '[{""F"": 32, ""L"": 59, ""O"": 80, ""W"": 79}]'}","{'S': '[{""F"": 37, ""L"": 29, ""O"": 72, ""W"": 43}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Arquiteto e Urbanista'},{'N': '0'},"{'S': '[{""F"": 50, ""L"": 50, ""O"": 50, ""W"": 50}]'}","{'S': '[{""F"": 50, ""L"": 50, ""O"": 50, ""W"": 50}]'}",{'BOOL': False},{'BOOL': True}
{'S': 'CEO Chief Executive Officer'},{'N': '34'},"{'S': '[{""F"": 45, ""L"": 45, ""O"": 80, ""W"": 88}]'}","{'S': '[{""F"": 32, ""L"": 50, ""O"": 75, ""W"": 65}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'CEO Chief Executive Officer'},{'N': '78'},"{'S': '[{""F"": 75, ""L"": 59, ""O"": 36, ""W"": 48}]'}","{'S': '[{""F"": 95, ""L"": 22, ""O"": 27, ""W"": 8}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente de Administracao de Pessoal'},{'N': '0'},"{'S': '[{""F"": 39, ""L"": 45, ""O"": 52, ""W"": 64}]'}","{'S': '[{""F"": 40, ""L"": 29, ""O"": 41, ""W"": 73}]'}",{'BOOL': True},{'BOOL': False}
{'S': 'Coordenador de Remuneracao'},{'N': '0'},"{'S': '[{""F"": 50, ""L"": 50, ""O"": 50, ""W"": 50}]'}","{'S': '[{""F"": 50, ""L"": 50, ""O"": 50, ""W"": 50}]'}",{'BOOL': False},{'BOOL': True}
{'S': 'Auxiliar de Logistica'},{'N': '54'},"{'S': '[{""F"": 17, ""L"": 87, ""O"": 88, ""W"": 53}]'}","{'S': '[{""F"": 8, ""L"": 86, ""O"": 75, ""W"": 23}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista de Recursos Humanos'},{'N': '64'},"{'S': '[{""F"": 60, ""L"": 74, ""O"": 36, ""W"": 48}]'}","{'S': '[{""F"": 53, ""L"": 75, ""O"": 27, ""W"": 73}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente Executivo de RH'},{'N': '52'},"{'S': '[{""F"": 35, ""L"": 74, ""O"": 92, ""W"": 43}]'}","{'S': '[{""F"": 25, ""L"": 67, ""O"": 59, ""W"": 79}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Assistente Comercial'},{'N': '64'},"{'S': '[{""F"": 28, ""L"": 51, ""O"": 92, ""W"": 92}]'}","{'S': '[{""F"": 40, ""L"": 50, ""O"": 59, ""W"": 79}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente Financeiro'},{'N': '0'},"{'S': '[{""F"": 60, ""L"": 51, ""O"": 44, ""W"": 53}]'}","{'S': '[{""F"": 53, ""L"": 81, ""O"": 20, ""W"": 65}]'}",{'BOOL': True},{'BOOL': False}
{'S': 'Coordenador de Vendas'},{'N': '48'},"{'S': '[{""F"": 43, ""L"": 45, ""O"": 80, ""W"": 64}]'}","{'S': '[{""F"": 47, ""L"": 62, ""O"": 46, ""W"": 65}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista de Recursos Humanos'},{'N': '66'},"{'S': '[{""F"": 20, ""L"": 51, ""O"": 80, ""W"": 88}]'}","{'S': '[{""F"": 37, ""L"": 67, ""O"": 59, ""W"": 73}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista de Desenvolvimento de RH'},{'N': '0'},"{'S': '[{""F"": 54, ""L"": 59, ""O"": 52, ""W"": 43}]'}","{'S': '[{""F"": 76, ""L"": 62, ""O"": 30, ""W"": 29}]'}",{'BOOL': True},{'BOOL': False}
{'S': 'Assistente Comercial'},{'N': '75'},"{'S': '[{""F"": 35, ""L"": 59, ""O"": 80, ""W"": 48}]'}","{'S': '[{""F"": 53, ""L"": 67, ""O"": 27, ""W"": 65}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista de Recursos Humanos'},{'N': '83'},"{'S': '[{""F"": 20, ""L"": 87, ""O"": 88, ""W"": 59}]'}","{'S': '[{""F"": 37, ""L"": 67, ""O"": 59, ""W"": 73}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista de Recursos Humanos'},{'N': '85'},"{'S': '[{""F"": 32, ""L"": 95, ""O"": 58, ""W"": 59}]'}","{'S': '[{""F"": 37, ""L"": 67, ""O"": 41, ""W"": 65}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista de Back Office'},{'N': '73'},"{'S': '[{""F"": 43, ""L"": 45, ""O"": 92, ""W"": 59}]'}","{'S': '[{""F"": 47, ""L"": 62, ""O"": 59, ""W"": 65}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista de Desenvolvimento de RH'},{'N': '56'},"{'S': '[{""F"": 50, ""L"": 28, ""O"": 80, ""W"": 48}]'}","{'S': '[{""F"": 47, ""L"": 29, ""O"": 41, ""W"": 43}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Auxiliar Administrativo'},{'N': '0'},"{'S': '[{""F"": 50, ""L"": 50, ""O"": 50, ""W"": 50}]'}","{'S': '[{""F"": 50, ""L"": 50, ""O"": 50, ""W"": 50}]'}",{'BOOL': False},{'BOOL': True}
{'S': 'Coordenador de Assistência'},{'N': '80'},"{'S': '[{""F"": 50, ""L"": 51, ""O"": 67, ""W"": 34}]'}","{'S': '[{""F"": 69, ""L"": 75, ""O"": 30, ""W"": 43}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Administrador Financeiro'},{'N': '84'},"{'S': '[{""F"": 28, ""L"": 59, ""O"": 80, ""W"": 79}]'}","{'S': '[{""F"": 40, ""L"": 29, ""O"": 80, ""W"": 43}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente de Enfermagem'},{'N': '0'},"{'S': '[{""F"": 54, ""L"": 59, ""O"": 58, ""W"": 59}]'}","{'S': '[{""F"": 53, ""L"": 67, ""O"": 41, ""W"": 29}]'}",{'BOOL': True},{'BOOL': False}
{'S': 'Gerente de Recursos Humanos'},{'N': '70'},"{'S': '[{""F"": 45, ""L"": 95, ""O"": 58, ""W"": 48}]'}","{'S': '[{""F"": 40, ""L"": 89, ""O"": 27, ""W"": 43}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente de Recursos Humanos'},{'N': '67'},"{'S': '[{""F"": 45, ""L"": 74, ""O"": 58, ""W"": 53}]'}","{'S': '[{""F"": 62, ""L"": 81, ""O"": 41, ""W"": 23}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'CEO Chief Executive Officer'},{'N': '51'},"{'S': '[{""F"": 88, ""L"": 28, ""O"": 44, ""W"": 79}]'}","{'S': '[{""F"": 79, ""L"": 29, ""O"": 27, ""W"": 87}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente de Inovacao'},{'N': '67'},"{'S': '[{""F"": 95, ""L"": 35, ""O"": 29, ""W"": 48}]'}","{'S': '[{""F"": 83, ""L"": 29, ""O"": 27, ""W"": 53}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Diretor Financeiro'},{'N': '82'},"{'S': '[{""F"": 88, ""L"": 95, ""O"": 25, ""W"": 48}]'}","{'S': '[{""F"": 79, ""L"": 75, ""O"": 27, ""W"": 29}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista de Processos'},{'N': '68'},"{'S': '[{""F"": 24, ""L"": 87, ""O"": 58, ""W"": 64}]'}","{'S': '[{""F"": 8, ""L"": 67, ""O"": 72, ""W"": 73}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista de Custos'},{'N': '52'},"{'S': '[{""F"": 32, ""L"": 87, ""O"": 80, ""W"": 53}]'}","{'S': '[{""F"": 8, ""L"": 92, ""O"": 46, ""W"": 23}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista de Planejamento Financeiro'},{'N': '0'},"{'S': '[{""F"": 45, ""L"": 45, ""O"": 52, ""W"": 59}]'}","{'S': '[{""F"": 47, ""L"": 50, ""O"": 46, ""W"": 79}]'}",{'BOOL': True},{'BOOL': False}
{'S': 'Gerente de Planejamento e Orcamento'},{'N': '0'},"{'S': '[{""F"": 50, ""L"": 50, ""O"": 50, ""W"": 50}]'}","{'S': '[{""F"": 50, ""L"": 50, ""O"": 50, ""W"": 50}]'}",{'BOOL': False},{'BOOL': True}
{'S': 'Business Partner'},{'N': '44'},"{'S': '[{""F"": 11, ""L"": 87, ""O"": 92, ""W"": 95}]'}","{'S': '[{""F"": 8, ""L"": 39, ""O"": 59, ""W"": 87}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente de Planejamento Estrategico'},{'N': '53'},"{'S': '[{""F"": 88, ""L"": 15, ""O"": 44, ""W"": 79}]'}","{'S': '[{""F"": 88, ""L"": 39, ""O"": 41, ""W"": 23}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Coordenador Administrativo de Pessoal'},{'N': '46'},"{'S': '[{""F"": 39, ""L"": 95, ""O"": 80, ""W"": 48}]'}","{'S': '[{""F"": 40, ""L"": 39, ""O"": 59, ""W"": 73}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Engenheiro de Dados'},{'N': '72'},"{'S': '[{""F"": 43, ""L"": 51, ""O"": 80, ""W"": 79}]'}","{'S': '[{""F"": 32, ""L"": 39, ""O"": 53, ""W"": 73}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista de Marketing - Comunicacao'},{'N': '56'},"{'S': '[{""F"": 32, ""L"": 95, ""O"": 67, ""W"": 48}]'}","{'S': '[{""F"": 47, ""L"": 29, ""O"": 41, ""W"": 73}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Coordenador de Qualidade'},{'N': '0'},"{'S': '[{""F"": 50, ""L"": 50, ""O"": 50, ""W"": 50}]'}","{'S': '[{""F"": 50, ""L"": 50, ""O"": 50, ""W"": 50}]'}",{'BOOL': False},{'BOOL': True}
{'S': 'Analista de Desenvolvimento de RH'},{'N': '78'},"{'S': '[{""F"": 35, ""L"": 59, ""O"": 80, ""W"": 53}]'}","{'S': '[{""F"": 40, ""L"": 50, ""O"": 72, ""W"": 29}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente de Administracao de Pessoal'},{'N': '61'},"{'S': '[{""F"": 28, ""L"": 87, ""O"": 67, ""W"": 79}]'}","{'S': '[{""F"": 37, ""L"": 86, ""O"": 41, ""W"": 43}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Diretor de Recursos Humanos'},{'N': '54'},"{'S': '[{""F"": 32, ""L"": 87, ""O"": 58, ""W"": 79}]'}","{'S': '[{""F"": 40, ""L"": 39, ""O"": 41, ""W"": 90}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista de Recursos Humanos'},{'N': '78'},"{'S': '[{""F"": 20, ""L"": 74, ""O"": 92, ""W"": 64}]'}","{'S': '[{""F"": 8, ""L"": 50, ""O"": 72, ""W"": 53}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Tecnico em Seguranca do Trabalho'},{'N': '61'},"{'S': '[{""F"": 54, ""L"": 59, ""O"": 67, ""W"": 34}]'}","{'S': '[{""F"": 32, ""L"": 75, ""O"": 65, ""W"": 53}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Consultor Comercial'},{'N': '61'},"{'S': '[{""F"": 54, ""L"": 74, ""O"": 52, ""W"": 19}]'}","{'S': '[{""F"": 76, ""L"": 75, ""O"": 27, ""W"": 53}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente Juridico'},{'N': '47'},"{'S': '[{""F"": 24, ""L"": 74, ""O"": 95, ""W"": 79}]'}","{'S': '[{""F"": 32, ""L"": 50, ""O"": 87, ""W"": 29}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista de Recursos Humanos'},{'N': '56'},"{'S': '[{""F"": 32, ""L"": 35, ""O"": 67, ""W"": 95}]'}","{'S': '[{""F"": 8, ""L"": 29, ""O"": 65, ""W"": 87}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Diretor de Recursos Humanos'},{'N': '40'},"{'S': '[{""F"": 14, ""L"": 95, ""O"": 88, ""W"": 79}]'}","{'S': '[{""F"": 25, ""L"": 88, ""O"": 59, ""W"": 53}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista de Recursos Humanos'},{'N': '72'},"{'S': '[{""F"": 43, ""L"": 87, ""O"": 36, ""W"": 59}]'}","{'S': '[{""F"": 40, ""L"": 62, ""O"": 41, ""W"": 43}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente_de_Operacoes'},{'N': '75'},"{'S': '[{""F"": 60, ""L"": 95, ""O"": 52, ""W"": 48}]'}","{'S': '[{""F"": 37, ""L"": 88, ""O"": 30, ""W"": 53}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista de Desenvolvimento de RH'},{'N': '82'},"{'S': '[{""F"": 43, ""L"": 87, ""O"": 44, ""W"": 53}]'}","{'S': '[{""F"": 69, ""L"": 81, ""O"": 27, ""W"": 29}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente Geral'},{'N': '0'},"{'S': '[{""F"": 50, ""L"": 50, ""O"": 50, ""W"": 50}]'}","{'S': '[{""F"": 50, ""L"": 50, ""O"": 50, ""W"": 50}]'}",{'BOOL': False},{'BOOL': True}
{'S': 'Analista de Investimentos'},{'N': '0'},"{'S': '[{""F"": 54, ""L"": 59, ""O"": 44, ""W"": 48}]'}","{'S': '[{""F"": 79, ""L"": 75, ""O"": 20, ""W"": 29}]'}",{'BOOL': True},{'BOOL': False}
{'S': 'Analista Comercial'},{'N': '45'},"{'S': '[{""F"": 43, ""L"": 45, ""O"": 80, ""W"": 59}]'}","{'S': '[{""F"": 83, ""L"": 62, ""O"": 27, ""W"": 29}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente de Recursos Humanos'},{'N': '58'},"{'S': '[{""F"": 28, ""L"": 95, ""O"": 67, ""W"": 64}]'}","{'S': '[{""F"": 8, ""L"": 91, ""O"": 30, ""W"": 8}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Auxiliar Administrativo'},{'N': '43'},"{'S': '[{""F"": 95, ""L"": 19, ""O"": 44, ""W"": 79}]'}","{'S': '[{""F"": 53, ""L"": 22, ""O"": 41, ""W"": 73}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Diretor Financeiro'},{'N': '48'},"{'S': '[{""F"": 32, ""L"": 95, ""O"": 80, ""W"": 48}]'}","{'S': '[{""F"": 32, ""L"": 75, ""O"": 65, ""W"": 43}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Coordenador de Gestao de Pessoas'},{'N': '83'},"{'S': '[{""F"": 75, ""L"": 95, ""O"": 36, ""W"": 28}]'}","{'S': '[{""F"": 69, ""L"": 81, ""O"": 27, ""W"": 43}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente_de_Tecnologia'},{'N': '59'},"{'S': '[{""F"": 75, ""L"": 28, ""O"": 52, ""W"": 64}]'}","{'S': '[{""F"": 83, ""L"": 39, ""O"": 30, ""W"": 29}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista de Back Office'},{'N': '0'},"{'S': '[{""F"": 50, ""L"": 50, ""O"": 50, ""W"": 50}]'}","{'S': '[{""F"": 50, ""L"": 50, ""O"": 50, ""W"": 50}]'}",{'BOOL': False},{'BOOL': True}
{'S': 'Analista de Recursos Humanos'},{'N': '82'},"{'S': '[{""F"": 45, ""L"": 74, ""O"": 58, ""W"": 53}]'}","{'S': '[{""F"": 47, ""L"": 75, ""O"": 46, ""W"": 65}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista de Recursos Humanos'},{'N': '85'},"{'S': '[{""F"": 39, ""L"": 87, ""O"": 52, ""W"": 48}]'}","{'S': '[{""F"": 40, ""L"": 81, ""O"": 27, ""W"": 53}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente de Tecnologia'},{'N': '41'},"{'S': '[{""F"": 35, ""L"": 35, ""O"": 67, ""W"": 92}]'}","{'S': '[{""F"": 32, ""L"": 39, ""O"": 53, ""W"": 73}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente de Recursos Humanos'},{'N': '71'},"{'S': '[{""F"": 43, ""L"": 95, ""O"": 58, ""W"": 43}]'}","{'S': '[{""F"": 37, ""L"": 91, ""O"": 41, ""W"": 23}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista de Garantia da Qualidade Software'},{'N': '73'},"{'S': '[{""F"": 43, ""L"": 51, ""O"": 58, ""W"": 79}]'}","{'S': '[{""F"": 32, ""L"": 67, ""O"": 53, ""W"": 65}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Coordenadora de Gestao de Pessoas'},{'N': '75'},"{'S': '[{""F"": 88, ""L"": 87, ""O"": 29, ""W"": 48}]'}","{'S': '[{""F"": 53, ""L"": 67, ""O"": 30, ""W"": 53}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente de Recursos Humanos'},{'N': '63'},"{'S': '[{""F"": 35, ""L"": 87, ""O"": 67, ""W"": 53}]'}","{'S': '[{""F"": 40, ""L"": 67, ""O"": 53, ""W"": 29}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista de Canais'},{'N': '80'},"{'S': '[{""F"": 35, ""L"": 74, ""O"": 80, ""W"": 59}]'}","{'S': '[{""F"": 32, ""L"": 67, ""O"": 59, ""W"": 73}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista de Marketing - Comunicacao'},{'N': '66'},"{'S': '[{""F"": 32, ""L"": 59, ""O"": 92, ""W"": 64}]'}","{'S': '[{""F"": 32, ""L"": 62, ""O"": 65, ""W"": 65}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente Executivo de RH'},{'N': '36'},"{'S': '[{""F"": 20, ""L"": 22, ""O"": 95, ""W"": 92}]'}","{'S': '[{""F"": 25, ""L"": 13, ""O"": 65, ""W"": 90}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Supervisor de Administracao de Pessoal'},{'N': '62'},"{'S': '[{""F"": 88, ""L"": 19, ""O"": 52, ""W"": 59}]'}","{'S': '[{""F"": 62, ""L"": 29, ""O"": 30, ""W"": 87}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Business Partner'},{'N': '53'},"{'S': '[{""F"": 32, ""L"": 74, ""O"": 88, ""W"": 59}]'}","{'S': '[{""F"": 37, ""L"": 75, ""O"": 65, ""W"": 43}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'COO Chief Operating Officer'},{'N': '63'},"{'S': '[{""F"": 45, ""L"": 95, ""O"": 52, ""W"": 43}]'}","{'S': '[{""F"": 40, ""L"": 67, ""O"": 30, ""W"": 65}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Coordenador de Recursos Humanos'},{'N': '45'},"{'S': '[{""F"": 20, ""L"": 59, ""O"": 80, ""W"": 92}]'}","{'S': '[{""F"": 8, ""L"": 62, ""O"": 59, ""W"": 79}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'COO Chief Operating Officer'},{'N': '49'},"{'S': '[{""F"": 32, ""L"": 51, ""O"": 67, ""W"": 64}]'}","{'S': '[{""F"": 53, ""L"": 39, ""O"": 53, ""W"": 53}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente de Operacoes'},{'N': '0'},"{'S': '[{""F"": 50, ""L"": 50, ""O"": 50, ""W"": 50}]'}","{'S': '[{""F"": 50, ""L"": 50, ""O"": 50, ""W"": 50}]'}",{'BOOL': False},{'BOOL': True}
{'S': 'Desenvolvedor Back End'},{'N': '78'},"{'S': '[{""F"": 45, ""L"": 35, ""O"": 80, ""W"": 64}]'}","{'S': '[{""F"": 37, ""L"": 50, ""O"": 75, ""W"": 79}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente de Produto'},{'N': '57'},"{'S': '[{""F"": 43, ""L"": 87, ""O"": 67, ""W"": 53}]'}","{'S': '[{""F"": 37, ""L"": 81, ""O"": 41, ""W"": 43}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Agente de Atendimento'},{'N': '81'},"{'S': '[{""F"": 32, ""L"": 74, ""O"": 88, ""W"": 53}]'}","{'S': '[{""F"": 25, ""L"": 62, ""O"": 75, ""W"": 23}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente de Comunicacao'},{'N': '71'},"{'S': '[{""F"": 50, ""L"": 87, ""O"": 52, ""W"": 34}]'}","{'S': '[{""F"": 53, ""L"": 88, ""O"": 27, ""W"": 23}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Account Manager'},{'N': '52'},"{'S': '[{""F"": 45, ""L"": 59, ""O"": 67, ""W"": 43}]'}","{'S': '[{""F"": 47, ""L"": 81, ""O"": 41, ""W"": 53}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Coordenador de Recursos Humanos'},{'N': '0'},"{'S': '[{""F"": 50, ""L"": 59, ""O"": 58, ""W"": 48}]'}","{'S': '[{""F"": 53, ""L"": 81, ""O"": 46, ""W"": 65}]'}",{'BOOL': True},{'BOOL': False}
{'S': 'Analista de Midias Sociais'},{'N': '78'},"{'S': '[{""F"": 20, ""L"": 74, ""O"": 88, ""W"": 79}]'}","{'S': '[{""F"": 32, ""L"": 62, ""O"": 65, ""W"": 53}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente de Recursos Humanos'},{'N': '70'},"{'S': '[{""F"": 88, ""L"": 87, ""O"": 67, ""W"": 28}]'}","{'S': '[{""F"": 83, ""L"": 62, ""O"": 27, ""W"": 29}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Account Manager'},{'N': '0'},"{'S': '[{""F"": 45, ""L"": 59, ""O"": 52, ""W"": 64}]'}","{'S': '[{""F"": 37, ""L"": 67, ""O"": 53, ""W"": 65}]'}",{'BOOL': True},{'BOOL': False}
{'S': 'Analista de Desenvolvimento de RH'},{'N': '53'},"{'S': '[{""F"": 50, ""L"": 28, ""O"": 95, ""W"": 53}]'}","{'S': '[{""F"": 47, ""L"": 62, ""O"": 46, ""W"": 73}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Diretor Comercial'},{'N': '33'},"{'S': '[{""F"": 35, ""L"": 35, ""O"": 67, ""W"": 88}]'}","{'S': '[{""F"": 32, ""L"": 39, ""O"": 87, ""W"": 53}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista de Back Office'},{'N': '78'},"{'S': '[{""F"": 17, ""L"": 59, ""O"": 88, ""W"": 64}]'}","{'S': '[{""F"": 32, ""L"": 39, ""O"": 59, ""W"": 73}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista de Back Office'},{'N': '0'},"{'S': '[{""F"": 50, ""L"": 50, ""O"": 50, ""W"": 50}]'}","{'S': '[{""F"": 50, ""L"": 50, ""O"": 50, ""W"": 50}]'}",{'BOOL': False},{'BOOL': True}
{'S': 'Analista de Recursos Humanos'},{'N': '60'},"{'S': '[{""F"": 43, ""L"": 45, ""O"": 88, ""W"": 79}]'}","{'S': '[{""F"": 40, ""L"": 22, ""O"": 59, ""W"": 90}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Coordenador de Projetos'},{'N': '51'},"{'S': '[{""F"": 35, ""L"": 87, ""O"": 67, ""W"": 48}]'}","{'S': '[{""F"": 62, ""L"": 62, ""O"": 30, ""W"": 73}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Executivo de Negocios'},{'N': '73'},"{'S': '[{""F"": 60, ""L"": 74, ""O"": 52, ""W"": 43}]'}","{'S': '[{""F"": 69, ""L"": 75, ""O"": 30, ""W"": 65}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Coordenador de Gestao de Pessoas'},{'N': '77'},"{'S': '[{""F"": 54, ""L"": 87, ""O"": 44, ""W"": 48}]'}","{'S': '[{""F"": 40, ""L"": 93, ""O"": 20, ""W"": 8}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente de Tecnologia'},{'N': '0'},"{'S': '[{""F"": 50, ""L"": 35, ""O"": 58, ""W"": 64}]'}","{'S': '[{""F"": 62, ""L"": 39, ""O"": 46, ""W"": 53}]'}",{'BOOL': True},{'BOOL': False}
{'S': 'Diretor de Marketing'},{'N': '75'},"{'S': '[{""F"": 60, ""L"": 87, ""O"": 44, ""W"": 34}]'}","{'S': '[{""F"": 76, ""L"": 75, ""O"": 27, ""W"": 29}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Administrador'},{'N': '68'},"{'S': '[{""F"": 32, ""L"": 51, ""O"": 92, ""W"": 53}]'}","{'S': '[{""F"": 62, ""L"": 13, ""O"": 59, ""W"": 73}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Supervisor de Atendimento'},{'N': '0'},"{'S': '[{""F"": 54, ""L"": 35, ""O"": 58, ""W"": 64}]'}","{'S': '[{""F"": 47, ""L"": 67, ""O"": 53, ""W"": 53}]'}",{'BOOL': True},{'BOOL': False}
{'S': 'Product Owner'},{'N': '61'},"{'S': '[{""F"": 39, ""L"": 87, ""O"": 67, ""W"": 43}]'}","{'S': '[{""F"": 53, ""L"": 67, ""O"": 20, ""W"": 79}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente de Recursos Humanos'},{'N': '58'},"{'S': '[{""F"": 43, ""L"": 74, ""O"": 80, ""W"": 34}]'}","{'S': '[{""F"": 37, ""L"": 75, ""O"": 41, ""W"": 73}]'}",{'BOOL': False},{'BOOL': False}
